name,student_email,username,password,school_name,class,parent_1_name,parent_1_phone,parent_1_email,parent_2_name,parent_2_phone,parent_2_email,address,pin_code,mode_of_transport,carpool,car_details,fuel_type
Ranveer Nair,ranveer.nair@springdalesschool.edu.in,ranveer526,Pass5441,Springdales School,5,Kiaan Reddy,919682317864,kiaan.reddy@hotmail.com,Eshan Kumar,917517023336,eshan.kumar@gmail.com,"B-21, Safdarjung Enclave, New Delhi",110029,Car,N,Maruti Alto,Petrol
Kiaan Ahluwalia,kiaan.ahluwalia@vasantvalleyschool.edu.in,kiaan927,Pass3608,Vasant Valley School,8,Kabir Kumar,917969619043,kabir.kumar@gmail.com,Rajat Gupta,917554387028,rajat.gupta@gmail.com,"B-6, Malviya Nagar, New Delhi",110017,Car,N,Maruti Alto,Petrol
Aayush Pillai,aayush.pillai@delhipublicschool.edu.in,aayush478,Pass6474,Delhi Public School,11,Manan Gupta,919893194188,manan.gupta@yahoo.com,Aayush Sharma,919713067840,aayush.sharma@yahoo.com,"C-25, Dwarka, New Delhi",110075,Car,N,Volkswagen Polo,Petrol
Ayaan Chawla,ayaan.chawla@vasantvalleyschool.edu.in,ayaan812,Pass3766,Vasant Valley School,11,Keshav Sharma,918276274605,keshav.sharma@yahoo.com,Samar Singh,918608878519,samar.singh@yahoo.com,"B-12, Saket, New Delhi",110017,Car,Y,Honda City,Petrol
Aryan Kapoor,aryan.kapoor@delhipublicschool.edu.in,aryan640,Pass5766,Delhi Public School,12,Vivan Thakur,917745914574,vivan.thakur@gmail.com,Tanay Pillai,918774403055,tanay.pillai@hotmail.com,"D-12, Lajpat Nagar, New Delhi",110024,Bus,,,Diesel
Aarav Rana,aarav.rana@delhipublicschool.edu.in,aarav982,Pass9733,Delhi Public School,1,Ayaan Tyagi,918144302743,ayaan.tyagi@yahoo.com,Tanay Tyagi,919160679630,tanay.tyagi@hotmail.com,"A-22, Malviya Nagar, New Delhi",110017,Car,N,Hyundai i20,Petrol
Shaurya Garg,shaurya.garg@springdalesschool.edu.in,shaurya108,Pass4767,Springdales School,4,Vivan Bhat,918930420371,vivan.bhat@gmail.com,Aakash Verma,918832039228,aakash.verma@yahoo.com,"B-12, Pitampura, New Delhi",110034,Bus,,,Diesel
Kabir Saini,kabir.saini@sanskritischool.edu.in,kabir262,Pass4483,Sanskriti School,6,Nirvaan Gill,918669641010,nirvaan.gill@hotmail.com,Yuvraj Agarwal,917643234834,yuvraj.agarwal@gmail.com,"B-17, Safdarjung Enclave, New Delhi",110029,Bus,,,Diesel
Jay Garg,jay.garg@delhipublicschool.edu.in,jay294,Pass5611,Delhi Public School,1,Ishaan Thakur,919113833128,ishaan.thakur@yahoo.com,Reyansh Tripathi,919625279502,reyansh.tripathi@gmail.com,"A-19, Greater Kailash, New Delhi",110048,Car,N,Toyota Innova,Diesel
Krishna Malhotra,krishna.malhotra@sanskritischool.edu.in,krishna672,Pass5389,Sanskriti School,3,Manan Kapoor,918213672359,manan.kapoor@hotmail.com,Nirvaan Desai,919811435845,nirvaan.desai@gmail.com,"B-16, Pitampura, New Delhi",110034,Bus,,,Diesel
Samarth Agarwal,samarth.agarwal@springdalesschool.edu.in,samarth931,Pass4651,Springdales School,2,Manan Sethi,919148296567,manan.sethi@gmail.com,Aryan Tiwari,917061100016,aryan.tiwari@hotmail.com,"A-14, Lajpat Nagar, New Delhi",110024,Bus,,,Diesel
Aman Patel,aman.patel@springdalesschool.edu.in,aman704,Pass9126,Springdales School,7,Eshan Gill,919996029433,eshan.gill@gmail.com,Abhinav Nair,917055815729,abhinav.nair@gmail.com,"B-18, Pitampura, New Delhi",110034,Car,N,Honda City,Petrol
Shaurya Patel,shaurya.patel@springdalesschool.edu.in,shaurya306,Pass7742,Springdales School,6,Samarth Sharma,919461068877,samarth.sharma@gmail.com,Aryan Pandey,917366554047,aryan.pandey@yahoo.com,"D-8, Greater Kailash, New Delhi",110048,Car,Y,Volkswagen Polo,Petrol
Gaurav Kapoor,gaurav.kapoor@vasantvalleyschool.edu.in,gaurav132,Pass2858,Vasant Valley School,12,Kartik Garg,918612971012,kartik.garg@hotmail.com,Rishi Kapoor,917582460906,rishi.kapoor@hotmail.com,"B-19, Saket, New Delhi",110017,Bus,,,Diesel
Shaurya Bhardwaj,shaurya.bhardwaj@vasantvalleyschool.edu.in,shaurya108,Pass3550,Vasant Valley School,8,Vivaan Bansal,919157546787,vivaan.bansal@gmail.com,Krishna Saxena,918379139228,krishna.saxena@hotmail.com,"D-15, Hauz Khas, New Delhi",110016,Bus,,,Diesel
Harsh Ahluwalia,harsh.ahluwalia@springdalesschool.edu.in,harsh653,Pass7341,Springdales School,7,Neel Saxena,919463101662,neel.saxena@hotmail.com,Rudra Pandey,918540759981,rudra.pandey@yahoo.com,"A-23, Lajpat Nagar, New Delhi",110024,Car,N,Hyundai i20,Petrol
Vivaan Kumar,vivaan.kumar@themother'sinternationalschool.edu.in,vivaan513,Pass1895,The Mother's International School,10,Ayaan Choudhary,918255062168,ayaan.choudhary@hotmail.com,Rajat Malhotra,918194275450,rajat.malhotra@hotmail.com,"B-13, Vasant Kunj, New Delhi",110070,Car,Y,Volkswagen Polo,Petrol
Sarthak Mishra,sarthak.mishra@vasantvalleyschool.edu.in,sarthak951,Pass8009,Vasant Valley School,12,Shaurya Bhardwaj,919447380884,shaurya.bhardwaj@hotmail.com,Aman Mishra,917156550851,aman.mishra@yahoo.com,"B-7, Rohini, New Delhi",110085,Car,Y,Mahindra Scorpio,Diesel
Keshav Garg,keshav.garg@vasantvalleyschool.edu.in,keshav789,Pass7518,Vasant Valley School,1,Neel Tiwari,919768283077,neel.tiwari@gmail.com,Neel Patel,919070022354,neel.patel@yahoo.com,"A-12, Rohini, New Delhi",110085,Car,N,Maruti Alto,Petrol
Gaurav Tiwari,gaurav.tiwari@springdalesschool.edu.in,gaurav533,Pass8933,Springdales School,2,Nirvaan Ahluwalia,917373673114,nirvaan.ahluwalia@hotmail.com,Raghav Malhotra,918262772443,raghav.malhotra@yahoo.com,"A-15, Malviya Nagar, New Delhi",110017,Car,N,Mahindra Scorpio,Diesel
Aditya Reddy,aditya.reddy@vasantvalleyschool.edu.in,aditya640,Pass2645,Vasant Valley School,8,Ritvik Mishra,917140076371,ritvik.mishra@hotmail.com,Reyansh Mishra,918424131961,reyansh.mishra@hotmail.com,"A-16, Saket, New Delhi",110017,Car,Y,Tata Nexon,Petrol
Aryan Rana,aryan.rana@springdalesschool.edu.in,aryan549,Pass9056,Springdales School,12,Laksh Dhillon,918643025806,laksh.dhillon@yahoo.com,Reyansh Kapoor,919428994946,reyansh.kapoor@hotmail.com,"D-18, Malviya Nagar, New Delhi",110017,Car,N,Honda City,Petrol
Aditya Mishra,aditya.mishra@sanskritischool.edu.in,aditya873,Pass2533,Sanskriti School,4,Aarav Khanna,918960863369,aarav.khanna@hotmail.com,Aayush Joshi,917922775322,aayush.joshi@yahoo.com,"C-16, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Kabir Saini,kabir.saini@themother'sinternationalschool.edu.in,kabir110,Pass8040,The Mother's International School,1,Vihaan Chawla,918432572066,vihaan.chawla@yahoo.com,Aditya Tyagi,917081109275,aditya.tyagi@hotmail.com,"A-11, Dwarka, New Delhi",110075,Car,N,Hyundai i20,Petrol
Rohan Shukla,rohan.shukla@delhipublicschool.edu.in,rohan454,Pass3930,Delhi Public School,5,Parth Choudhary,919950565979,parth.choudhary@yahoo.com,Ishaan Mishra,918020307541,ishaan.mishra@gmail.com,"A-23, Dwarka, New Delhi",110075,Car,Y,Ford EcoSport,Diesel
Tanay Sharma,tanay.sharma@themother'sinternationalschool.edu.in,tanay717,Pass8168,The Mother's International School,2,Ayush Rana,917485462163,ayush.rana@gmail.com,Tanay Chopra,917107079412,tanay.chopra@gmail.com,"B-22, Safdarjung Enclave, New Delhi",110029,Car,N,Honda City,Petrol
Vivan Nair,vivan.nair@themother'sinternationalschool.edu.in,vivan148,Pass2197,The Mother's International School,10,Aman Sharma,917332176961,aman.sharma@yahoo.com,Harsh Choudhary,918897606625,harsh.choudhary@yahoo.com,"D-19, Greater Kailash, New Delhi",110048,Car,N,Volkswagen Polo,Petrol
Aakash Thakur,aakash.thakur@springdalesschool.edu.in,aakash972,Pass9079,Springdales School,12,Advik Bajaj,918371281754,advik.bajaj@gmail.com,Rajat Khanna,919761153484,rajat.khanna@gmail.com,"C-20, Vasant Kunj, New Delhi",110070,Car,Y,Ford EcoSport,Diesel
Rajat Joshi,rajat.joshi@vasantvalleyschool.edu.in,rajat451,Pass7227,Vasant Valley School,9,Nirvaan Mishra,919967580981,nirvaan.mishra@hotmail.com,Rishi Agarwal,919744151578,rishi.agarwal@gmail.com,"C-15, Lajpat Nagar, New Delhi",110024,Car,N,Toyota Innova,Diesel
Aayush Kapoor,aayush.kapoor@sanskritischool.edu.in,aayush357,Pass2878,Sanskriti School,10,Vihaan Kapoor,919497655544,vihaan.kapoor@hotmail.com,Kartik Saxena,917407870119,kartik.saxena@hotmail.com,"D-17, Vasant Kunj, New Delhi",110070,Car,Y,Hyundai i20,Petrol
Kiaan Saini,kiaan.saini@themother'sinternationalschool.edu.in,kiaan190,Pass4007,The Mother's International School,6,Tanishq Tiwari,918950256949,tanishq.tiwari@gmail.com,Gaurav Ahluwalia,919927387710,gaurav.ahluwalia@yahoo.com,"A-4, Dwarka, New Delhi",110075,Car,N,Hyundai i20,Petrol
Atharv Singh,atharv.singh@delhipublicschool.edu.in,atharv763,Pass4914,Delhi Public School,3,Rajat Gill,918295232816,rajat.gill@yahoo.com,Yuvraj Rana,918828674258,yuvraj.rana@hotmail.com,"C-5, Hauz Khas, New Delhi",110016,Car,N,Tata Nexon,Petrol
Manan Ahluwalia,manan.ahluwalia@springdalesschool.edu.in,manan895,Pass1896,Springdales School,10,Samarth Mehta,919260940204,samarth.mehta@gmail.com,Ranveer Desai,917079469972,ranveer.desai@hotmail.com,"B-24, Vasant Kunj, New Delhi",110070,Bus,,,Diesel
Nishant Sethi,nishant.sethi@vasantvalleyschool.edu.in,nishant603,Pass8081,Vasant Valley School,5,Abhinav Desai,919684242797,abhinav.desai@gmail.com,Keshav Rana,917796641787,keshav.rana@hotmail.com,"D-18, Hauz Khas, New Delhi",110016,Bus,,,Diesel
Krishna Chopra,krishna.chopra@springdalesschool.edu.in,krishna721,Pass7025,Springdales School,9,Pranav Desai,919667421956,pranav.desai@gmail.com,Gaurav Kumar,918067421707,gaurav.kumar@gmail.com,"A-9, Dwarka, New Delhi",110075,Car,N,Toyota Innova,Diesel
Nirvaan Pillai,nirvaan.pillai@delhipublicschool.edu.in,nirvaan239,Pass1735,Delhi Public School,7,Kartik Choudhary,918632928602,kartik.choudhary@gmail.com,Rudra Choudhary,918891819349,rudra.choudhary@hotmail.com,"A-10, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Ayush Mehta,ayush.mehta@springdalesschool.edu.in,ayush605,Pass9793,Springdales School,6,Rajat Kumar,919577609779,rajat.kumar@yahoo.com,Pranav Reddy,918217413682,pranav.reddy@yahoo.com,"A-4, Malviya Nagar, New Delhi",110017,Bus,,,Diesel
Arjun Nair,arjun.nair@sanskritischool.edu.in,arjun890,Pass4314,Sanskriti School,12,Keshav Malhotra,918452003093,keshav.malhotra@gmail.com,Raghav Chawla,919774352287,raghav.chawla@yahoo.com,"D-5, Lajpat Nagar, New Delhi",110024,Bus,,,Diesel
Kiaan Mehta,kiaan.mehta@themother'sinternationalschool.edu.in,kiaan525,Pass2862,The Mother's International School,7,Shaurya Chopra,919900827437,shaurya.chopra@gmail.com,Dhruv Sethi,918856128851,dhruv.sethi@yahoo.com,"C-12, Rohini, New Delhi",110085,Car,N,Volkswagen Polo,Petrol
Dev Desai,dev.desai@delhipublicschool.edu.in,dev621,Pass9266,Delhi Public School,4,Tanishq Malhotra,918921022329,tanishq.malhotra@hotmail.com,Manan Malhotra,918422233456,manan.malhotra@yahoo.com,"C-21, Vasant Kunj, New Delhi",110070,Bus,,,Diesel
Vivan Sharma,vivan.sharma@springdalesschool.edu.in,vivan888,Pass5110,Springdales School,10,Rudra Garg,919459070137,rudra.garg@hotmail.com,Keshav Garg,917740376484,keshav.garg@gmail.com,"D-13, Vasant Kunj, New Delhi",110070,Car,N,Mahindra Scorpio,Diesel
Aman Verma,aman.verma@sanskritischool.edu.in,aman593,Pass4968,Sanskriti School,12,Jay Bansal,919600661854,jay.bansal@yahoo.com,Raghav Khanna,919896571054,raghav.khanna@gmail.com,"D-3, Saket, New Delhi",110017,Car,N,Honda City,Petrol
Tanay Saxena,tanay.saxena@themother'sinternationalschool.edu.in,tanay193,Pass4732,The Mother's International School,12,Ranveer Bansal,917420500125,ranveer.bansal@yahoo.com,Vihaan Malhotra,918819667243,vihaan.malhotra@yahoo.com,"D-10, Hauz Khas, New Delhi",110016,Car,N,Ford EcoSport,Diesel
Reyansh Chawla,reyansh.chawla@delhipublicschool.edu.in,reyansh596,Pass7897,Delhi Public School,7,Ujjwal Gupta,918192118469,ujjwal.gupta@yahoo.com,Vivan Mehta,918748866386,vivan.mehta@yahoo.com,"A-6, Lajpat Nagar, New Delhi",110024,Bus,,,Diesel
Aakash Bhardwaj,aakash.bhardwaj@delhipublicschool.edu.in,aakash329,Pass1988,Delhi Public School,10,Dev Dhillon,917006976344,dev.dhillon@yahoo.com,Gaurav Gill,918783456869,gaurav.gill@hotmail.com,"C-1, Dwarka, New Delhi",110075,Bus,,,Diesel
Laksh Kumar,laksh.kumar@delhipublicschool.edu.in,laksh800,Pass3986,Delhi Public School,7,Rishi Agarwal,917902275801,rishi.agarwal@yahoo.com,Rishi Jain,917324209221,rishi.jain@yahoo.com,"D-13, Saket, New Delhi",110017,Car,N,Volkswagen Polo,Petrol
Reyansh Singh,reyansh.singh@themother'sinternationalschool.edu.in,reyansh967,Pass9233,The Mother's International School,7,Rajat Pillai,918557873157,rajat.pillai@yahoo.com,Sai Nair,917589103519,sai.nair@yahoo.com,"C-14, Pitampura, New Delhi",110034,Car,Y,Volkswagen Polo,Petrol
Eshan Saxena,eshan.saxena@springdalesschool.edu.in,eshan174,Pass3116,Springdales School,11,Neel Chopra,919482713158,neel.chopra@yahoo.com,Abhinav Mishra,919364194022,abhinav.mishra@gmail.com,"C-18, Greater Kailash, New Delhi",110048,Bus,,,Diesel
Aditya Nair,aditya.nair@vasantvalleyschool.edu.in,aditya500,Pass7558,Vasant Valley School,10,Ishaan Jain,917186015088,ishaan.jain@gmail.com,Kartik Sethi,919098095561,kartik.sethi@gmail.com,"D-1, Saket, New Delhi",110017,Car,Y,Maruti Alto,Petrol
Manan Mishra,manan.mishra@springdalesschool.edu.in,manan777,Pass9546,Springdales School,3,Keshav Kapoor,917912435299,keshav.kapoor@gmail.com,Reyansh Rana,919543922152,reyansh.rana@hotmail.com,"B-7, Greater Kailash, New Delhi",110048,Car,N,Ford EcoSport,Diesel
Kartik Verma,kartik.verma@themother'sinternationalschool.edu.in,kartik760,Pass7174,The Mother's International School,12,Raghav Saxena,917549121404,raghav.saxena@gmail.com,Ritvik Saxena,919828572057,ritvik.saxena@yahoo.com,"D-24, Greater Kailash, New Delhi",110048,Car,Y,Toyota Innova,Diesel
Eshan Tyagi,eshan.tyagi@springdalesschool.edu.in,eshan158,Pass9111,Springdales School,2,Gaurav Agarwal,918010639755,gaurav.agarwal@yahoo.com,Rohan Chawla,918047663886,rohan.chawla@gmail.com,"D-18, Rohini, New Delhi",110085,Car,N,Honda City,Petrol
Kartik Bhat,kartik.bhat@springdalesschool.edu.in,kartik172,Pass8508,Springdales School,10,Ayaan Khanna,917674559768,ayaan.khanna@hotmail.com,Rishi Patel,919518492948,rishi.patel@yahoo.com,"A-13, Dwarka, New Delhi",110075,Car,N,Mahindra Scorpio,Diesel
Kartik Nair,kartik.nair@vasantvalleyschool.edu.in,kartik290,Pass3090,Vasant Valley School,6,Nishant Gill,917232769805,nishant.gill@yahoo.com,Ayaan Mishra,917692421404,ayaan.mishra@hotmail.com,"D-7, Saket, New Delhi",110017,Car,N,Tata Nexon,Petrol
Nirvaan Verma,nirvaan.verma@springdalesschool.edu.in,nirvaan505,Pass9171,Springdales School,12,Ranveer Patel,918901463777,ranveer.patel@hotmail.com,Sarthak Nair,917396142951,sarthak.nair@gmail.com,"A-19, Rohini, New Delhi",110085,Bus,,,Diesel
Gaurav Mishra,gaurav.mishra@vasantvalleyschool.edu.in,gaurav841,Pass4692,Vasant Valley School,8,Rudra Pillai,918066602756,rudra.pillai@gmail.com,Rishi Gill,918108859471,rishi.gill@gmail.com,"D-9, Rohini, New Delhi",110085,Car,N,Mahindra Scorpio,Diesel
Parth Mishra,parth.mishra@themother'sinternationalschool.edu.in,parth402,Pass8436,The Mother's International School,9,Jay Khanna,917279244496,jay.khanna@gmail.com,Samarth Gill,918708806002,samarth.gill@yahoo.com,"B-13, Lajpat Nagar, New Delhi",110024,Car,Y,Toyota Innova,Diesel
Ritvik Choudhary,ritvik.choudhary@vasantvalleyschool.edu.in,ritvik958,Pass7776,Vasant Valley School,6,Aakash Nair,919531345127,aakash.nair@yahoo.com,Arjun Garg,918345999337,arjun.garg@gmail.com,"A-22, Rohini, New Delhi",110085,Bus,,,Diesel
Kartik Choudhary,kartik.choudhary@sanskritischool.edu.in,kartik448,Pass6346,Sanskriti School,6,Ujjwal Tripathi,917201170989,ujjwal.tripathi@yahoo.com,Rajat Thakur,917721789435,rajat.thakur@hotmail.com,"D-13, Pitampura, New Delhi",110034,Car,N,Volkswagen Polo,Petrol
Shaurya Tyagi,shaurya.tyagi@sanskritischool.edu.in,shaurya485,Pass1260,Sanskriti School,1,Parth Pillai,917120660362,parth.pillai@yahoo.com,Om Bhardwaj,919415877386,om.bhardwaj@gmail.com,"A-10, Safdarjung Enclave, New Delhi",110029,Car,N,Mahindra Scorpio,Diesel
Rohan Kumar,rohan.kumar@vasantvalleyschool.edu.in,rohan446,Pass9712,Vasant Valley School,4,Samarth Nair,917823168423,samarth.nair@hotmail.com,Dev Chopra,919325810601,dev.chopra@gmail.com,"C-6, Malviya Nagar, New Delhi",110017,Car,N,Volkswagen Polo,Petrol
Kiaan Kapoor,kiaan.kapoor@themother'sinternationalschool.edu.in,kiaan763,Pass6090,The Mother's International School,2,Ayaan Nair,919837394502,ayaan.nair@hotmail.com,Reyansh Verma,919351766598,reyansh.verma@yahoo.com,"C-24, Lajpat Nagar, New Delhi",110024,Car,Y,Maruti Alto,Petrol
Shaurya Reddy,shaurya.reddy@vasantvalleyschool.edu.in,shaurya598,Pass3973,Vasant Valley School,7,Ranveer Saini,918790153808,ranveer.saini@hotmail.com,Rudra Nair,917839951792,rudra.nair@gmail.com,"B-19, Rohini, New Delhi",110085,Car,N,Honda City,Petrol
Krishna Mehta,krishna.mehta@delhipublicschool.edu.in,krishna932,Pass3121,Delhi Public School,6,Aakash Garg,919662111979,aakash.garg@yahoo.com,Dhruv Chawla,919864992803,dhruv.chawla@gmail.com,"A-3, Safdarjung Enclave, New Delhi",110029,Car,N,Toyota Innova,Diesel
Vivaan Sethi,vivaan.sethi@delhipublicschool.edu.in,vivaan743,Pass9990,Delhi Public School,4,Rajat Pillai,919366149906,rajat.pillai@hotmail.com,Raghav Malhotra,917770943032,raghav.malhotra@gmail.com,"D-17, Lajpat Nagar, New Delhi",110024,Bus,,,Diesel
Ayaan Chopra,ayaan.chopra@delhipublicschool.edu.in,ayaan543,Pass9004,Delhi Public School,4,Eshan Gill,919166611598,eshan.gill@yahoo.com,Aakash Sharma,918307627411,aakash.sharma@yahoo.com,"D-16, Hauz Khas, New Delhi",110016,Car,N,Volkswagen Polo,Petrol
Ranveer Agarwal,ranveer.agarwal@vasantvalleyschool.edu.in,ranveer330,Pass2206,Vasant Valley School,1,Gaurav Tyagi,917688815313,gaurav.tyagi@yahoo.com,Jay Sethi,919831462765,jay.sethi@gmail.com,"A-24, Pitampura, New Delhi",110034,Car,N,Ford EcoSport,Diesel
Tanishq Bhardwaj,tanishq.bhardwaj@sanskritischool.edu.in,tanishq743,Pass8361,Sanskriti School,6,Advik Sethi,919221395556,advik.sethi@yahoo.com,Ayaan Saxena,919892125063,ayaan.saxena@gmail.com,"B-20, Dwarka, New Delhi",110075,Bus,,,Diesel
Ujjwal Ahluwalia,ujjwal.ahluwalia@sanskritischool.edu.in,ujjwal538,Pass9239,Sanskriti School,9,Neel Chopra,919314549499,neel.chopra@gmail.com,Vivaan Verma,918586626852,vivaan.verma@gmail.com,"D-24, Rohini, New Delhi",110085,Bus,,,Diesel
Manan Kumar,manan.kumar@vasantvalleyschool.edu.in,manan773,Pass3226,Vasant Valley School,4,Aarav Singh,919570972717,aarav.singh@gmail.com,Aditya Mishra,919600693187,aditya.mishra@yahoo.com,"D-23, Hauz Khas, New Delhi",110016,Bus,,,Diesel
Tanay Kapoor,tanay.kapoor@themother'sinternationalschool.edu.in,tanay142,Pass4913,The Mother's International School,7,Shaurya Mehta,918102855687,shaurya.mehta@gmail.com,Aditya Tripathi,917987318575,aditya.tripathi@yahoo.com,"A-7, Hauz Khas, New Delhi",110016,Car,N,Honda City,Petrol
Sai Gupta,sai.gupta@delhipublicschool.edu.in,sai414,Pass6336,Delhi Public School,6,Gaurav Bhardwaj,919743629243,gaurav.bhardwaj@hotmail.com,Laksh Nair,919914791591,laksh.nair@gmail.com,"A-6, Malviya Nagar, New Delhi",110017,Car,N,Mahindra Scorpio,Diesel
Aman Khanna,aman.khanna@themother'sinternationalschool.edu.in,aman592,Pass9460,The Mother's International School,12,Ranveer Joshi,919812523524,ranveer.joshi@gmail.com,Aman Chawla,918522975805,aman.chawla@hotmail.com,"A-5, Vasant Kunj, New Delhi",110070,Car,N,Toyota Innova,Diesel
Aryan Thakur,aryan.thakur@delhipublicschool.edu.in,aryan727,Pass5571,Delhi Public School,2,Sarthak Jain,919132387330,sarthak.jain@hotmail.com,Samarth Mehta,917659463345,samarth.mehta@gmail.com,"D-1, Vasant Kunj, New Delhi",110070,Bus,,,Diesel
Reyansh Thakur,reyansh.thakur@themother'sinternationalschool.edu.in,reyansh892,Pass5564,The Mother's International School,11,Aayush Reddy,919038274404,aayush.reddy@yahoo.com,Nishant Desai,917748884193,nishant.desai@hotmail.com,"B-8, Lajpat Nagar, New Delhi",110024,Car,Y,Toyota Innova,Diesel
Ujjwal Kumar,ujjwal.kumar@sanskritischool.edu.in,ujjwal423,Pass9036,Sanskriti School,7,Rohan Tyagi,919561163341,rohan.tyagi@yahoo.com,Nirvaan Malhotra,918216187458,nirvaan.malhotra@yahoo.com,"C-18, Saket, New Delhi",110017,Car,N,Hyundai i20,Petrol
Neel Chopra,neel.chopra@sanskritischool.edu.in,neel910,Pass1779,Sanskriti School,5,Krishna Gill,917568734024,krishna.gill@hotmail.com,Yuvraj Agarwal,917115107313,yuvraj.agarwal@hotmail.com,"C-7, Hauz Khas, New Delhi",110016,Car,N,Tata Nexon,Petrol
Samar Desai,samar.desai@delhipublicschool.edu.in,samar865,Pass2676,Delhi Public School,7,Pranav Verma,919890613764,pranav.verma@yahoo.com,Rohan Choudhary,917325991437,rohan.choudhary@hotmail.com,"A-12, Greater Kailash, New Delhi",110048,Car,N,Mahindra Scorpio,Diesel
Manan Kapoor,manan.kapoor@sanskritischool.edu.in,manan854,Pass5401,Sanskriti School,6,Samarth Rana,918534163532,samarth.rana@gmail.com,Kiaan Saini,917135016468,kiaan.saini@gmail.com,"B-15, Greater Kailash, New Delhi",110048,Car,N,Volkswagen Polo,Petrol
Ayaan Tiwari,ayaan.tiwari@springdalesschool.edu.in,ayaan327,Pass6428,Springdales School,3,Sarthak Verma,918719535921,sarthak.verma@hotmail.com,Aryan Gupta,919940024921,aryan.gupta@yahoo.com,"B-1, Hauz Khas, New Delhi",110016,Car,N,Hyundai i20,Petrol
Nishant Tiwari,nishant.tiwari@springdalesschool.edu.in,nishant255,Pass1210,Springdales School,12,Om Choudhary,917906391282,om.choudhary@yahoo.com,Rajat Khanna,917188767816,rajat.khanna@yahoo.com,"B-16, Vasant Kunj, New Delhi",110070,Car,N,Volkswagen Polo,Petrol
Manan Khanna,manan.khanna@delhipublicschool.edu.in,manan751,Pass6838,Delhi Public School,9,Abhinav Dhillon,918543272676,abhinav.dhillon@gmail.com,Ranveer Thakur,918177044202,ranveer.thakur@gmail.com,"A-22, Pitampura, New Delhi",110034,Car,N,Maruti Alto,Petrol
Krishna Joshi,krishna.joshi@springdalesschool.edu.in,krishna802,Pass4065,Springdales School,6,Kartik Saini,917607411139,kartik.saini@yahoo.com,Sarthak Sethi,917620638331,sarthak.sethi@hotmail.com,"C-8, Lajpat Nagar, New Delhi",110024,Car,Y,Volkswagen Polo,Petrol
Abhinav Desai,abhinav.desai@delhipublicschool.edu.in,abhinav196,Pass9689,Delhi Public School,7,Gaurav Malhotra,918266757376,gaurav.malhotra@yahoo.com,Ritvik Kapoor,919642875347,ritvik.kapoor@gmail.com,"B-21, Dwarka, New Delhi",110075,Car,N,Honda City,Petrol
Neel Bajaj,neel.bajaj@springdalesschool.edu.in,neel623,Pass4733,Springdales School,4,Aryan Reddy,918923909455,aryan.reddy@gmail.com,Pranav Gupta,918663419219,pranav.gupta@hotmail.com,"C-9, Vasant Kunj, New Delhi",110070,Bus,,,Diesel
Ranveer Mehta,ranveer.mehta@delhipublicschool.edu.in,ranveer717,Pass8047,Delhi Public School,1,Kartik Tiwari,918190844195,kartik.tiwari@gmail.com,Ritvik Tripathi,918660140409,ritvik.tripathi@hotmail.com,"A-18, Dwarka, New Delhi",110075,Bus,,,Diesel
Aryan Tyagi,aryan.tyagi@themother'sinternationalschool.edu.in,aryan888,Pass8832,The Mother's International School,12,Tanay Tiwari,919226540106,tanay.tiwari@yahoo.com,Nirvaan Bajaj,918083282312,nirvaan.bajaj@hotmail.com,"C-23, Greater Kailash, New Delhi",110048,Car,Y,Ford EcoSport,Diesel
Gaurav Khanna,gaurav.khanna@vasantvalleyschool.edu.in,gaurav121,Pass4929,Vasant Valley School,12,Samarth Bhat,919556078311,samarth.bhat@hotmail.com,Ritvik Agarwal,917208799514,ritvik.agarwal@yahoo.com,"B-14, Pitampura, New Delhi",110034,Car,Y,Tata Nexon,Petrol
Raghav Dhillon,raghav.dhillon@springdalesschool.edu.in,raghav693,Pass4976,Springdales School,3,Parth Gill,919691254907,parth.gill@yahoo.com,Arnav Jain,917594943421,arnav.jain@yahoo.com,"D-21, Hauz Khas, New Delhi",110016,Car,Y,Toyota Innova,Diesel
Laksh Pillai,laksh.pillai@vasantvalleyschool.edu.in,laksh862,Pass7742,Vasant Valley School,3,Arnav Bajaj,918507427685,arnav.bajaj@gmail.com,Eshan Verma,918509663440,eshan.verma@hotmail.com,"D-19, Pitampura, New Delhi",110034,Car,N,Mahindra Scorpio,Diesel
Gaurav Kapoor,gaurav.kapoor@vasantvalleyschool.edu.in,gaurav962,Pass3431,Vasant Valley School,10,Dhruv Singh,919287155518,dhruv.singh@gmail.com,Rohan Pillai,917403980050,rohan.pillai@gmail.com,"B-5, Vasant Kunj, New Delhi",110070,Car,N,Toyota Innova,Diesel
Aarav Gill,aarav.gill@themother'sinternationalschool.edu.in,aarav806,Pass2291,The Mother's International School,5,Arjun Verma,917820944353,arjun.verma@hotmail.com,Neel Bhat,917265229560,neel.bhat@hotmail.com,"A-17, Saket, New Delhi",110017,Car,N,Volkswagen Polo,Petrol
Arnav Gill,arnav.gill@vasantvalleyschool.edu.in,arnav413,Pass2416,Vasant Valley School,3,Om Bhat,918293376179,om.bhat@yahoo.com,Aryan Gupta,918551626845,aryan.gupta@gmail.com,"B-15, Saket, New Delhi",110017,Car,N,Maruti Alto,Petrol
